Catchment area,Area,Postcodes,BAEC Customers,Amex penetration,Barclaycard penetration
Scotland +,Perth,PH38,,,
Scotland +,Perth,PH39,,,
Scotland +,Perth,PH40,,,
Scotland +,Perth,PH41,,,
Scotland +,Perth,PH42,,,
Scotland +,Perth,PH43,,,
Scotland +,Perth,PH44,,,
Scotland +,Perth,PH49,,,
Scotland +,Perth,PH50,,,
Scotland +,Dundee,DD1,,,
Scotland +,Dundee,DD2,,,
Scotland +,Dundee,DD3,,,
Scotland +,Dundee,DD4,,,
Scotland +,Dundee,DD5,,,
Scotland +,Dundee,DD6,,,
Scotland +,Dundee,DD7,,,
Scotland +,Dundee,DD8,,,
Scotland +,Dundee,DD9,,,
Scotland +,Dundee,DD10,,,
Scotland +,Dundee,DD11,,,
Scotland +,Kirkcaldy,KY1,,,
Scotland +,Kirkcaldy,KY2,,,
Scotland +,Kirkcaldy,KY3,,,
Scotland +,Kirkcaldy,KY4,,,
Scotland +,Kirkcaldy,KY5,,,
Scotland +,Kirkcaldy,KY6,,,
Scotland +,Kirkcaldy,KY7,,,
Scotland +,Kirkcaldy,KY8,,,
Scotland +,Kirkcaldy,KY9,,,
Scotland +,Kirkcaldy,KY10,,,
Scotland +,Kirkcaldy,KY11,,,
Scotland +,Kirkcaldy,KY12,,,
Scotland +,Kirkcaldy,KY13,,,
Scotland +,Kirkcaldy,KY14,,,
Scotland +,Kirkcaldy,KY15,,,
Scotland +,Kirkcaldy,KY16,,,
Scotland +,Kirkcaldy,KY99,,,
Scotland +,Inverness,IV1,,,
Scotland +,Inverness,IV2,,,
Scotland +,Inverness,IV3,,,
Scotland +,Inverness,IV10,,,
Scotland +,Inverness,IV11,,,
Scotland +,Inverness,IV12,,,
Scotland +,Inverness,IV13,,,
Scotland +,Inverness,IV14,,,
Scotland +,Inverness,IV15,,,
Scotland +,Inverness,IV16,,,
Scotland +,Inverness,IV17,,,
Scotland +,Inverness,IV18,,,
Scotland +,Inverness,IV19,,,
Scotland +,Inverness,IV20,,,
Scotland +,Inverness,IV21,,,
Scotland +,Inverness,IV22,,,
Scotland +,Inverness,IV23,,,
Scotland +,Inverness,IV24,,,
Scotland +,Inverness,IV25,,,
Scotland +,Inverness,IV26,,,
Scotland +,Inverness,IV27,,,
Scotland +,Inverness,IV28,,,
Scotland +,Inverness,IV30,,,
Scotland +,Inverness,IV31,,,
Scotland +,Inverness,IV32,,,
Scotland +,Inverness,IV36,,,
Scotland +,Inverness,IV40,,,
Scotland +,Inverness,IV41,,,
Scotland +,Inverness,IV42,,,
Scotland +,Inverness,IV43,,,
Scotland +,Inverness,IV44,,,
Scotland +,Inverness,IV45,,,
Scotland +,Inverness,IV46,,,
Scotland +,Inverness,IV47,,,
Scotland +,Inverness,IV48,,,
Scotland +,Inverness,IV49,,,
Scotland +,Inverness,IV51,,,
Scotland +,Inverness,IV52,,,
Scotland +,Inverness,IV53,,,
Scotland +,Inverness,IV54,,,
Scotland +,Inverness,IV55,,,
Scotland +,Inverness,IV56,,,
Scotland +,Inverness,IV99,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS1,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS2,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS3,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS4,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS5,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS6,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS7,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS8,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",HS9,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",KA27,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",KA28,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",ZE1,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",ZE2,,,
Scotland +,"Outer Hebrides, Kilmarnock Lerwick",ZE3,,,
Birmingham +,Worcester,WR1,,,
Birmingham +,Worcester,WR2,,,
Birmingham +,Worcester,WR3,,,
Birmingham +,Worcester,WR4,,,
Birmingham +,Worcester,WR5,,,
Birmingham +,Worcester,WR6,,,
Birmingham +,Worcester,WR7,,,
Birmingham +,Worcester,WR8,,,
Birmingham +,Worcester,WR9,,,
Birmingham +,Worcester,WR10,,,
Birmingham +,Worcester,WR11,,,
Birmingham +,Worcester,WR12,,,
Birmingham +,Worcester,WR13,,,
Birmingham +,Worcester,WR14,,,
Birmingham +,Worcester,WR15,,,
Birmingham +,Worcester,WR78,,,
Birmingham +,Worcester,WR99,,,
Birmingham +,Northampton,NN1,,,
Birmingham +,Northampton,NN2,,,
Birmingham +,Northampton,NN3,,,
Birmingham +,Northampton,NN4,,,
Birmingham +,Northampton,NN5,,,
Birmingham +,Northampton,NN6,,,
Birmingham +,Northampton,NN7,,,
Birmingham +,Northampton,NN8,,,
Birmingham +,Northampton,NN9,,,
Birmingham +,Northampton,NN10,,,
Birmingham +,Northampton,NN11,,,
Birmingham +,Northampton,NN12,,,
Birmingham +,Northampton,NN13,,,
Birmingham +,Northampton,NN14,,,
Birmingham +,Northampton,NN15,,,
Birmingham +,Northampton,NN16,,,
Birmingham +,Northampton,NN17,,,
Birmingham +,Northampton,NN18,,,
Birmingham +,Northampton,NN29,,,
Birmingham +,Wolverhampton,WV1,,,
Birmingham +,Wolverhampton,WV2,,,
Birmingham +,Wolverhampton,WV3,,,
Birmingham +,Wolverhampton,WV4,,,
Birmingham +,Wolverhampton,WV5,,,
Birmingham +,Wolverhampton,WV6,,,
Birmingham +,Wolverhampton,WV7,,,
Birmingham +,Wolverhampton,WV8,,,
Birmingham +,Wolverhampton,WV9,,,
Birmingham +,Wolverhampton,WV10,,,
Birmingham +,Wolverhampton,WV11,,,
Birmingham +,Wolverhampton,WV12,,,
Birmingham +,Wolverhampton,WV13,,,
Birmingham +,Wolverhampton,WV14,,,
Birmingham +,Wolverhampton,WV15,,,
Birmingham +,Wolverhampton,WV16,,,
Birmingham +,Wolverhampton,WV98,,,
Birmingham +,Wolverhampton,WV99,,,
Birmingham +,Coventry,CV1,,,
Birmingham +,Coventry,CV2,,,
Birmingham +,Coventry,CV3,,,
Birmingham +,Coventry,CV4,,,
Birmingham +,Coventry,CV5,,,
Birmingham +,Coventry,CV6,,,
Birmingham +,Coventry,CV7,,,
Birmingham +,Coventry,CV8,,,
Birmingham +,Coventry,CV9,,,
Birmingham +,Coventry,CV10,,,
Birmingham +,Coventry,CV11,,,
Birmingham +,Coventry,CV12,,,
Birmingham +,Coventry,CV13,,,
Birmingham +,Coventry,CV21,,,
Birmingham +,Coventry,CV22,,,
Birmingham +,Coventry,CV23,,,
Birmingham +,Coventry,CV31,,,
Birmingham +,Coventry,CV32,,,
Birmingham +,Coventry,CV33,,,
Birmingham +,Coventry,CV34,,,
Birmingham +,Coventry,CV35,,,
Birmingham +,Coventry,CV36,,,
Birmingham +,Coventry,CV37,,,
Birmingham +,Coventry,CV47,,,
Birmingham +,Gloucester,GL1,,,
Birmingham +,Gloucester,GL2,,,
Birmingham +,Gloucester,GL3,,,
Birmingham +,Gloucester,GL4,,,
Birmingham +,Gloucester,GL5,,,
Birmingham +,Gloucester,GL6,,,
Birmingham +,Gloucester,GL7,,,
Birmingham +,Gloucester,GL8,,,
Birmingham +,Gloucester,GL9,,,
Birmingham +,Gloucester,GL10,,,
Birmingham +,Gloucester,GL11,,,
Birmingham +,Gloucester,GL12,,,
Birmingham +,Gloucester,GL13,,,
Birmingham +,Gloucester,GL14,,,
Birmingham +,Gloucester,GL15,,,
Birmingham +,Gloucester,GL16,,,
Birmingham +,Gloucester,GL17,,,
Birmingham +,Gloucester,GL18,,,
Birmingham +,Gloucester,GL19,,,
Birmingham +,Gloucester,GL20,,,
Birmingham +,Gloucester,GL50,,,
Birmingham +,Gloucester,GL51,,,
Birmingham +,Gloucester,GL52,,,
Birmingham +,Gloucester,GL53,,,
Birmingham +,Gloucester,GL54,,,
Birmingham +,Gloucester,GL55,,,
Birmingham +,Gloucester,GL56,,,
Birmingham +,Telford,TF1,,,
Birmingham +,Telford,TF2,,,
Birmingham +,Telford,TF3,,,
Birmingham +,Telford,TF4,,,
Birmingham +,Telford,TF5,,,
Birmingham +,Telford,TF6,,,
Birmingham +,Telford,TF7,,,
Birmingham +,Telford,TF8,,,
Birmingham +,Telford,TF9,,,
Birmingham +,Telford,TF10,,,
Birmingham +,Telford,TF11,,,
Birmingham +,Telford,TF12,,,
Birmingham +,Telford,TF13,,,
Birmingham +,Lincoln,LN1,,,
Birmingham +,Lincoln,LN2,,,
Birmingham +,Lincoln,LN3,,,
Birmingham +,Lincoln,LN4,,,
Birmingham +,Lincoln,LN5,,,
Birmingham +,Lincoln,LN6,,,
Birmingham +,Lincoln,LN7,,,
Birmingham +,Lincoln,LN8,,,
Birmingham +,Lincoln,LN9,,,
Birmingham +,Lincoln,LN10,,,
Birmingham +,Lincoln,LN11,,,
Birmingham +,Lincoln,LN12,,,
Birmingham +,Lincoln,LN13,,,
Manchester+,Sheffield,S1,,,
Manchester+,Sheffield,S13,,,
Manchester+,Sheffield,S2,,,
Manchester+,Sheffield,S26,,,
Manchester+,Sheffield,S41,,,
Manchester+,Sheffield,S45,,,
Manchester+,Sheffield,S61,,,
Manchester+,Sheffield,S65,,,
Manchester+,Sheffield,S71,,,
Manchester+,Sheffield,S75,,,
Manchester+,Sheffield,S9,,,
Manchester+,Sheffield,S10,,,
Manchester+,Sheffield,S14,,,
Manchester+,Sheffield,S20,,,
Manchester+,Sheffield,S35,,,
Manchester+,Sheffield,S36,,,
Manchester+,Sheffield,S42,,,
Manchester+,Sheffield,S5,,,
Manchester+,Sheffield,S62,,,
Manchester+,Sheffield,S66,,,
Manchester+,Sheffield,S72,,,
Manchester+,Sheffield,S8,,,
Manchester+,Sheffield,S80,,,
Manchester+,Sheffield,S73,,,
Manchester+,Sheffield,S7,,,
Manchester+,Sheffield,S63,,,
Manchester+,Sheffield,S6,,,
Manchester+,Sheffield,S43,,,
Manchester+,Sheffield,S4,,,
Manchester+,Sheffield,S32,,,
Manchester+,Sheffield,S21,,,
Manchester+,Sheffield,S17,,,
Manchester+,Sheffield,S11,,,
Manchester+,Sheffield,S12,,,
Manchester+,Sheffield,S18,,,
Manchester+,Sheffield,S25,,,
Manchester+,Sheffield,S33,,,
Manchester+,Sheffield,S40,,,
Manchester+,Sheffield,S44,,,
Manchester+,Sheffield,S60,,,
Manchester+,Sheffield,S64,,,
Manchester+,Sheffield,S70,,,
Manchester+,Sheffield,S74,,,
Manchester+,Sheffield,S81,,,
